query_id,gold_episode_id,query_text,query_style
Q0037_comparison,A16840_E019,"状況はsocial_media, creative_activity / 嫉妬の構造はその他 / 比較の構図はself_vs_other / 嫉妬対象は承認・評価。この条件に合うエピソードはどれ？",comparison
Q0037_distance_effort,A16840_E019,"根源は関係的嫉妬 / 状況はsocial_media, creative_activity / 努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？",distance_effort
Q0037_behavior,A16840_E019,"嫉妬の構造はその他 / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 状況はsocial_media, creative_activity。この条件に合うエピソードはどれ？",behavior
Q0038_shorttext,A17243_E008,友達がたくさんいる人が羨ましいという思いは相変わらずあるけれど、気の合わない人と無理して居るより一人... この状況に近いエピソードはどれ？,shorttext
Q0038_comparison,A17243_E008,"状況はsocial_media, romantic_relationship, friendship / 嫉妬の構造はその他 / 比較の構図はself_vs_friend / 嫉妬対象は承認・評価、愛情。この条件に合うエピソードはどれ？",comparison
Q0038_distance_effort,A17243_E008,"心理的距離は近（家族・友人・同僚） / 根源は関係的嫉妬 / 状況はsocial_media, romantic_relationship, friendship / 努力介入は可能（努力で変えられる）。この条件に合うエピソードはどれ？",distance_effort
Q0038_behavior,A17243_E008,"嫉妬の構造はその他 / 比較の構図はself_vs_friend / 行動パターンは内省・葛藤型 / 状況はsocial_media, romantic_relationship, friendship。この条件に合うエピソードはどれ？",behavior
Q0039_shorttext,A17458_E022,自信のなさや美人への嫉妬がいつでもドロドロと渦巻いていて、また新しい美容系のインチキ広告に惹きつけら... この状況に近いエピソードはどれ？,shorttext
Q0039_comparison,A17458_E022,"嫉妬の構造は社会的ポジション型、美人資本型 / 比較の構図はself_vs_other / 状況はworkplace, creative_activity, appearance / 嫉妬対象は容姿。この条件に合うエピソードはどれ？",comparison
Q0039_distance_effort,A17458_E022,"心理的距離は遠（有名人・概念） / 根源は根源的嫉妬 / 状況はworkplace, creative_activity, appearance / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？",distance_effort
Q0039_behavior,A17458_E022,"状況はworkplace, creative_activity, appearance / 比較の構図はself_vs_other / 行動パターンは行動化型 / 嫉妬の構造は社会的ポジション型、美人資本型。この条件に合うエピソードはどれ？",behavior
Q0040_shorttext,A17138_E003,高級住宅街に住み、娘たちの学校は、学校行事に夫がいないと「ご主人はどちらに海外出張ですか？」なんて尋... この状況に近いエピソードはどれ？,shorttext
Q0040_comparison,A17138_E003,"比較の構図はself_vs_friend / 嫉妬対象は愛情、経済力 / 状況はromantic_relationship, friendship / 嫉妬の構造はゼロサムゲーム型。この条件に合うエピソードはどれ？",comparison
Q0040_distance_effort,A17138_E003,"状況はromantic_relationship, friendship / 努力介入は可能（努力で変えられる） / 根源は関係的嫉妬 / 心理的距離は近（家族・友人・同僚）。この条件に合うエピソードはどれ？",distance_effort
Q0040_behavior,A17138_E003,"行動パターンは内省・葛藤型 / 嫉妬の構造はゼロサムゲーム型 / 比較の構図はself_vs_friend / 状況はromantic_relationship, friendship。この条件に合うエピソードはどれ？",behavior
Q0041_shorttext,A17458_E007,美人は人生丸ごとイージーモード この状況に近いエピソードはどれ？,shorttext
Q0041_comparison,A17458_E007,状況はromantic_relationship / 比較の構図はself_vs_other / 嫉妬の構造は美人資本型 / 嫉妬対象は容姿、愛情。この条件に合うエピソードはどれ？,comparison
Q0041_distance_effort,A17458_E007,状況はromantic_relationship / 心理的距離は遠（有名人・概念） / 努力介入は可能（努力で変えられる） / 根源は関係的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0041_behavior,A17458_E007,状況はromantic_relationship / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造は美人資本型。この条件に合うエピソードはどれ？,behavior
Q0042_shorttext,A16276_E018,女性客が多いので一日中嫉妬まみれだ。 この状況に近いエピソードはどれ？,shorttext
Q0042_comparison,A16276_E018,"嫉妬対象は愛情 / 状況はworkplace, social_media, romantic_relationship / 嫉妬の構造はその他 / 比較の構図はself_vs_friend。この条件に合うエピソードはどれ？",comparison
Q0042_distance_effort,A16276_E018,"根源は根源的嫉妬 / 努力介入は可能（努力で変えられる） / 心理的距離は近（家族・友人・同僚） / 状況はworkplace, social_media, romantic_relationship。この条件に合うエピソードはどれ？",distance_effort
Q0042_behavior,A16276_E018,"状況はworkplace, social_media, romantic_relationship / 行動パターンは攻撃・模倣型 / 嫉妬の構造はその他 / 比較の構図はself_vs_friend。この条件に合うエピソードはどれ？",behavior
Q0043_shorttext,A18023_E004,東京に住んでいる人が羨ましい この状況に近いエピソードはどれ？,shorttext
Q0043_comparison,A18023_E004,状況はgeneral / 比較の構図はself_vs_other / 嫉妬の構造はその他 / 嫉妬対象は愛情。この条件に合うエピソードはどれ？,comparison
Q0043_distance_effort,A18023_E004,努力介入は可能（努力で変えられる） / 根源は根源的嫉妬 / 心理的距離は遠（有名人・概念） / 状況はgeneral。この条件に合うエピソードはどれ？,distance_effort
Q0043_behavior,A18023_E004,比較の構図はself_vs_other / 嫉妬の構造はその他 / 状況はgeneral / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？,behavior
Q0044_shorttext,A18023_E008,私はそれらのコメントに深く頷いてもなお「それでも東京にいるあなたはかっこよくて羨ましいよ」と思ってし... この状況に近いエピソードはどれ？,shorttext
Q0044_comparison,A18023_E008,"嫉妬対象は承認・評価、容姿 / 状況はworkplace, creative_activity / 比較の構図はself_vs_other / 嫉妬の構造は美人資本型。この条件に合うエピソードはどれ？",comparison
Q0044_distance_effort,A18023_E008,"状況はworkplace, creative_activity / 心理的距離は遠（有名人・概念） / 努力介入は可能（努力で変えられる） / 根源は関係的嫉妬。この条件に合うエピソードはどれ？",distance_effort
Q0044_behavior,A18023_E008,"嫉妬の構造は美人資本型 / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 状況はworkplace, creative_activity。この条件に合うエピソードはどれ？",behavior
Q0045_shorttext,A19659_E002,最近とある事件の報道を見て、嫉妬の恐るべき破壊衝動を改めて思い知らされている。 この状況に近いエピソードはどれ？,shorttext
Q0045_comparison,A19659_E002,嫉妬の構造は社会的ポジション型、愛情独占型 / 比較の構図はself_vs_other / 状況はgeneral / 嫉妬対象は愛情、経済力。この条件に合うエピソードはどれ？,comparison
Q0045_distance_effort,A19659_E002,努力介入は可能（努力で変えられる） / 状況はgeneral / 根源は根源的嫉妬 / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？,distance_effort
Q0045_behavior,A19659_E002,嫉妬の構造は社会的ポジション型、愛情独占型 / 状況はgeneral / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0046_shorttext,A16276_E028,嫉妬か執着か独占欲か愛か？ なんてことは、いつだってごちゃまぜで、きっといつまでもわからないのだろう... この状況に近いエピソードはどれ？,shorttext
Q0046_comparison,A16276_E028,状況はromantic_relationship / 比較の構図はself_vs_other / 嫉妬対象は愛情 / 嫉妬の構造はゼロサムゲーム型、愛情独占型。この条件に合うエピソードはどれ？,comparison
Q0046_distance_effort,A16276_E028,努力介入は可能（努力で変えられる） / 根源は根源的嫉妬 / 状況はromantic_relationship / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？,distance_effort
Q0046_behavior,A16276_E028,状況はromantic_relationship / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造はゼロサムゲーム型、愛情独占型。この条件に合うエピソードはどれ？,behavior
Q0047_shorttext,A17458_E017,会社員のころは、ちょっといいなと思っていた男性支店長が、やたら休憩時間を長く取るかわいくてギャルっぽ... この状況に近いエピソードはどれ？,shorttext
Q0047_comparison,A17458_E017,"状況はworkplace, romantic_relationship, appearance / 嫉妬対象は容姿、愛情 / 嫉妬の構造はゼロサムゲーム型、美人資本型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",comparison
Q0047_distance_effort,A17458_E017,"心理的距離は中（知り合い・同業者） / 状況はworkplace, romantic_relationship, appearance / 根源は根源的嫉妬 / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？",distance_effort
Q0047_behavior,A17458_E017,"行動パターンは攻撃・模倣型 / 状況はworkplace, romantic_relationship, appearance / 嫉妬の構造はゼロサムゲーム型、美人資本型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",behavior
Q0048_shorttext,A16700_E005,紫式部先輩、めちゃくちゃ嫉妬してるじゃん！ この状況に近いエピソードはどれ？,shorttext
Q0048_comparison,A16700_E005,嫉妬の構造は愛情独占型、不可侵領域型 / 比較の構図はself_vs_other / 嫉妬対象は承認・評価、能力 / 状況はcreative_activity。この条件に合うエピソードはどれ？,comparison
Q0048_distance_effort,A16700_E005,心理的距離は中（知り合い・同業者） / 根源は根源的嫉妬 / 状況はcreative_activity / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？,distance_effort
Q0048_behavior,A16700_E005,比較の構図はself_vs_other / 状況はcreative_activity / 嫉妬の構造は愛情独占型、不可侵領域型 / 行動パターンは攻撃・模倣型。この条件に合うエピソードはどれ？,behavior
Q0049_shorttext,A16700_E025,嫉妬していることがバレたらダサいので、自分ではユミちゃんの悪口は言わずにいた。 この状況に近いエピソードはどれ？,shorttext
Q0049_comparison,A16700_E025,"状況はromantic_relationship, creative_activity, appearance / 比較の構図はself_vs_other / 嫉妬対象は承認・評価、愛情 / 嫉妬の構造はゼロサムゲーム型、承認競争型。この条件に合うエピソードはどれ？",comparison
Q0049_distance_effort,A16700_E025,"努力介入は可能（努力で変えられる） / 根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者） / 状況はromantic_relationship, creative_activity, appearance。この条件に合うエピソードはどれ？",distance_effort
Q0049_behavior,A16700_E025,"状況はromantic_relationship, creative_activity, appearance / 嫉妬の構造はゼロサムゲーム型、承認競争型 / 行動パターンは攻撃・模倣型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",behavior
Q0050_shorttext,A17138_E006,裕福な家庭に生まれてしっかりお嬢様なあんたが、それ以上何をしてもらいたかったんだ？ この状況に近いエピソードはどれ？,shorttext
Q0050_comparison,A17138_E006,嫉妬対象は経済力 / 比較の構図はself_vs_other / 嫉妬の構造はその他 / 状況はgeneral。この条件に合うエピソードはどれ？,comparison
Q0050_distance_effort,A17138_E006,努力介入は不可能（生まれつき・才能） / 根源は関係的嫉妬 / 状況はgeneral / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？,distance_effort
Q0050_behavior,A17138_E006,嫉妬の構造はその他 / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other / 状況はgeneral。この条件に合うエピソードはどれ？,behavior
Q0051_shorttext,A16030_E014,好きな人と楽しそうに話している女がいれば、そいつの髪を仕込んだ藁人形に五寸釘を打ち込んで呪うことまで... この状況に近いエピソードはどれ？,shorttext
Q0051_comparison,A16030_E014,"嫉妬対象は承認・評価、能力 / 嫉妬の構造はゼロサムゲーム型、承認競争型 / 状況はworkplace, family, romantic_relationship / 比較の構図はself_vs_sibling。この条件に合うエピソードはどれ？",comparison
Q0051_distance_effort,A16030_E014,"心理的距離は近（家族・友人・同僚） / 根源は根源的嫉妬 / 努力介入は可能（努力で変えられる） / 状況はworkplace, family, romantic_relationship。この条件に合うエピソードはどれ？",distance_effort
Q0051_behavior,A16030_E014,"嫉妬の構造はゼロサムゲーム型、承認競争型 / 比較の構図はself_vs_sibling / 状況はworkplace, family, romantic_relationship / 行動パターンは攻撃・模倣型。この条件に合うエピソードはどれ？",behavior
Q0052_shorttext,A19964_E011,もし嫉妬がないとしたら、その人の「モチベーション」や「向上心」はどこから来るのか？ 嫉妬という感情を... この状況に近いエピソードはどれ？,shorttext
Q0052_comparison,A19964_E011,状況はromantic_relationship / 嫉妬対象は愛情 / 嫉妬の構造はゼロサムゲーム型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0052_distance_effort,A19964_E011,心理的距離は中（知り合い・同業者） / 努力介入は可能（努力で変えられる） / 根源は関係的嫉妬 / 状況はromantic_relationship。この条件に合うエピソードはどれ？,distance_effort
Q0052_behavior,A19964_E011,比較の構図はself_vs_other / 嫉妬の構造はゼロサムゲーム型 / 状況はromantic_relationship / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？,behavior
Q0053_shorttext,A19659_E007,腹の底で煮えたぎっていた怒りがだんだんと表面に込み上げてきた。ふざけるな。彼女は私が長男を一人で家で... この状況に近いエピソードはどれ？,shorttext
Q0053_comparison,A19659_E007,"嫉妬の構造は美人資本型 / 比較の構図はself_vs_other / 状況はworkplace, romantic_relationship / 嫉妬対象は容姿、愛情。この条件に合うエピソードはどれ？",comparison
Q0053_distance_effort,A19659_E007,"状況はworkplace, romantic_relationship / 根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者） / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？",distance_effort
Q0053_behavior,A19659_E007,"行動パターンは内省・葛藤型 / 比較の構図はself_vs_other / 状況はworkplace, romantic_relationship / 嫉妬の構造は美人資本型。この条件に合うエピソードはどれ？",behavior
Q0054_shorttext,A18808_E013,コロナ下で自粛警察がどこからともなく湧いてでたのは、単なる正義感だけでなく、やはり嫉妬が混ざったスパ... この状況に近いエピソードはどれ？,shorttext
Q0054_comparison,A18808_E013,嫉妬の構造はその他 / 嫉妬対象は他者の優位性 / 状況はcreative_activity / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0054_distance_effort,A18808_E013,状況はcreative_activity / 心理的距離は中（知り合い・同業者） / 努力介入は可能（努力で変えられる） / 根源は関係的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0054_behavior,A18808_E013,嫉妬の構造はその他 / 比較の構図はself_vs_other / 状況はcreative_activity / 行動パターンは攻撃・模倣型。この条件に合うエピソードはどれ？,behavior
Q0055_shorttext,A16700_E015,私は40代、あなたはまだ30代なのに。 この状況に近いエピソードはどれ？,shorttext
Q0055_comparison,A16700_E015,"比較の構図はself_vs_other / 嫉妬対象は承認・評価、愛情 / 状況はromantic_relationship, creative_activity / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",comparison
Q0055_distance_effort,A16700_E015,"努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 状況はromantic_relationship, creative_activity / 根源は関係的嫉妬。この条件に合うエピソードはどれ？",distance_effort
Q0055_behavior,A16700_E015,"比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造はその他 / 状況はromantic_relationship, creative_activity。この条件に合うエピソードはどれ？",behavior
Q0056_shorttext,A17458_E023,ああ、もっとキレイになりたい。 この状況に近いエピソードはどれ？,shorttext
Q0056_comparison,A17458_E023,状況はappearance / 嫉妬の構造は美人資本型 / 嫉妬対象は容姿 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0056_distance_effort,A17458_E023,努力介入は不可能（生まれつき・才能） / 心理的距離は遠（有名人・概念） / 状況はappearance / 根源は関係的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0056_behavior,A17458_E023,状況はappearance / 行動パターンは行動化型 / 比較の構図はself_vs_other / 嫉妬の構造は美人資本型。この条件に合うエピソードはどれ？,behavior
Q0057_shorttext,A19005_E014,普段から、やれ家の大きさだの、車だの、人脈のすごさだのと、あらゆるステータスを比較して自慢しあったり... この状況に近いエピソードはどれ？,shorttext
Q0057_comparison,A19005_E014,"状況はworkplace, friendship, creative_activity / 嫉妬対象は承認・評価 / 比較の構図はself_vs_friend / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",comparison
Q0057_distance_effort,A19005_E014,"心理的距離は近（家族・友人・同僚） / 努力介入は可能（努力で変えられる） / 状況はworkplace, friendship, creative_activity / 根源は関係的嫉妬。この条件に合うエピソードはどれ？",distance_effort
Q0057_behavior,A19005_E014,"状況はworkplace, friendship, creative_activity / 比較の構図はself_vs_friend / 嫉妬の構造はその他 / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？",behavior
Q0058_shorttext,A18808_E024,あんなスキャンダルがあっても、あの塩顔イケメン俳優の供給量だけは、どうか減らないでくれ！ と祈ってい... この状況に近いエピソードはどれ？,shorttext
Q0058_comparison,A18808_E024,状況はgeneral / 比較の構図はself_vs_other / 嫉妬の構造は美人資本型、愛情独占型 / 嫉妬対象は容姿。この条件に合うエピソードはどれ？,comparison
Q0058_distance_effort,A18808_E024,心理的距離は中（知り合い・同業者） / 状況はgeneral / 努力介入は不可能（生まれつき・才能） / 根源は関係的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0058_behavior,A18808_E024,比較の構図はself_vs_other / 状況はgeneral / 行動パターンは内省・葛藤型 / 嫉妬の構造は美人資本型、愛情独占型。この条件に合うエピソードはどれ？,behavior
Q0059_shorttext,A16840_E003,自分の嫉妬は自分だけのもの この状況に近いエピソードはどれ？,shorttext
Q0059_comparison,A16840_E003,比較の構図はself_vs_other / 嫉妬の構造はその他 / 嫉妬対象は他者の優位性 / 状況はcreative_activity。この条件に合うエピソードはどれ？,comparison
Q0059_distance_effort,A16840_E003,努力介入は可能（努力で変えられる） / 状況はcreative_activity / 心理的距離は中（知り合い・同業者） / 根源は関係的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0059_behavior,A16840_E003,比較の構図はself_vs_other / 行動パターンは行動化型 / 嫉妬の構造はその他 / 状況はcreative_activity。この条件に合うエピソードはどれ？,behavior
Q0060_shorttext,A16030_E025,嫉妬は私の原動力になっているんじゃないだろうか？ この状況に近いエピソードはどれ？,shorttext
Q0060_comparison,A16030_E025,"嫉妬対象は愛情 / 比較の構図はself_vs_other / 状況はromantic_relationship, creative_activity / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",comparison
Q0060_distance_effort,A16030_E025,"努力介入は可能（努力で変えられる） / 根源は根源的嫉妬 / 状況はromantic_relationship, creative_activity / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？",distance_effort
Q0060_behavior,A16030_E025,"状況はromantic_relationship, creative_activity / 嫉妬の構造はその他 / 比較の構図はself_vs_other / 行動パターンは昇華型。この条件に合うエピソードはどれ？",behavior
Q0061_shorttext,A17458_E003,容姿だけで人を判断することは愚かだし、容姿以上に中身が大事だとは思うけれど、できることなら少しでもキ... この状況に近いエピソードはどれ？,shorttext
Q0061_comparison,A17458_E003,"比較の構図はself_vs_other / 嫉妬の構造は承認競争型、美人資本型 / 状況はworkplace, social_media, appearance / 嫉妬対象は承認・評価、容姿。この条件に合うエピソードはどれ？",comparison
Q0061_distance_effort,A17458_E003,"状況はworkplace, social_media, appearance / 努力介入は不可能（生まれつき・才能） / 心理的距離は遠（有名人・概念） / 根源は関係的嫉妬。この条件に合うエピソードはどれ？",distance_effort
Q0061_behavior,A17458_E003,"状況はworkplace, social_media, appearance / 嫉妬の構造は承認競争型、美人資本型 / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",behavior
Q0062_shorttext,A19964_E016,今のところ私が目指している「嫉妬しない人」の正体は、これだ。自分の価値を決める基準が自分の中にしかな... この状況に近いエピソードはどれ？,shorttext
Q0062_comparison,A19964_E016,比較の構図はself_vs_other / 嫉妬の構造はその他 / 嫉妬対象は社会的地位 / 状況はgeneral。この条件に合うエピソードはどれ？,comparison
Q0062_distance_effort,A19964_E016,状況はgeneral / 努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 根源は根源的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0062_behavior,A19964_E016,比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造はその他 / 状況はgeneral。この条件に合うエピソードはどれ？,behavior
Q0063_shorttext,A16700_E008,「少しでも面白くなりたい」と本を読みまくり「少しでも名を売りたい」と界隈に必死にアピールしまくってい... この状況に近いエピソードはどれ？,shorttext
Q0063_comparison,A16700_E008,"嫉妬対象は承認・評価、能力 / 比較の構図はself_vs_other / 状況はsocial_media, romantic_relationship, creative_activity / 嫉妬の構造は不可侵領域型。この条件に合うエピソードはどれ？",comparison
Q0063_distance_effort,A16700_E008,"根源は関係的嫉妬 / 努力介入は不可能（生まれつき・才能） / 状況はsocial_media, romantic_relationship, creative_activity / 心理的距離は遠（有名人・概念）。この条件に合うエピソードはどれ？",distance_effort
Q0063_behavior,A16700_E008,"状況はsocial_media, romantic_relationship, creative_activity / 比較の構図はself_vs_other / 嫉妬の構造は不可侵領域型 / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？",behavior
Q0064_shorttext,A17458_E012,美人な分、周りからの嫉妬が多いとか、ストーカーの対象にされやすいとか、老いて突然チヤホヤされなくなっ... この状況に近いエピソードはどれ？,shorttext
Q0064_comparison,A17458_E012,比較の構図はself_vs_other / 嫉妬対象は容姿、能力 / 状況はgeneral / 嫉妬の構造は美人資本型。この条件に合うエピソードはどれ？,comparison
Q0064_distance_effort,A17458_E012,根源は関係的嫉妬 / 努力介入は可能（努力で変えられる） / 状況はgeneral / 心理的距離は遠（有名人・概念）。この条件に合うエピソードはどれ？,distance_effort
Q0064_behavior,A17458_E012,行動パターンは内省・葛藤型 / 嫉妬の構造は美人資本型 / 状況はgeneral / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0065_shorttext,A16840_E005,山本先生の「嫉妬論」は嫉妬を淡々と分解して仕組みを学べる本で、すごく救われました。 この状況に近いエピソードはどれ？,shorttext
Q0065_comparison,A16840_E005,嫉妬対象は承認・評価、愛情 / 嫉妬の構造はその他 / 状況はcreative_activity / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0065_distance_effort,A16840_E005,状況はcreative_activity / 努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 根源は根源的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0065_behavior,A16840_E005,状況はcreative_activity / 嫉妬の構造はその他 / 比較の構図はself_vs_other / 行動パターンは抑制型。この条件に合うエピソードはどれ？,behavior
Q0066_shorttext,A16840_E009,言葉として嫉妬なのか向上心なのかは分からないけど、そう考えられたらエネルギーにできるんじゃないか この状況に近いエピソードはどれ？,shorttext
Q0066_comparison,A16840_E009,状況はcreative_activity / 嫉妬の構造はその他 / 比較の構図はself_vs_other / 嫉妬対象は承認・評価、愛情。この条件に合うエピソードはどれ？,comparison
Q0066_distance_effort,A16840_E009,努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 状況はcreative_activity / 根源は根源的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0066_behavior,A16840_E009,状況はcreative_activity / 行動パターンは内省・葛藤型 / 嫉妬の構造はその他 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0067_shorttext,A19450_E005,ちなみに夫はそこそこの大学を出ているが、新卒で入った会社は早々に辞めて関係ない職種に転職し、今は独立... この状況に近いエピソードはどれ？,shorttext
Q0067_comparison,A19450_E005,"状況はworkplace, creative_activity / 嫉妬の構造はその他 / 比較の構図はself_vs_other / 嫉妬対象は承認・評価、経済力。この条件に合うエピソードはどれ？",comparison
Q0067_distance_effort,A19450_E005,"根源は関係的嫉妬 / 状況はworkplace, creative_activity / 努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？",distance_effort
Q0067_behavior,A19450_E005,"状況はworkplace, creative_activity / 嫉妬の構造はその他 / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？",behavior
Q0068_shorttext,A19964_E012,Sさんに限らず、嫉妬をすることにエネルギーを使いたくなくて、静かに諦めている人は多そうだ。 この状況に近いエピソードはどれ？,shorttext
Q0068_comparison,A19964_E012,比較の構図はself_vs_other / 嫉妬対象は承認・評価 / 状況はcreative_activity / 嫉妬の構造はその他。この条件に合うエピソードはどれ？,comparison
Q0068_distance_effort,A19964_E012,努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 状況はcreative_activity / 根源は関係的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0068_behavior,A19964_E012,状況はcreative_activity / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造はその他。この条件に合うエピソードはどれ？,behavior
Q0069_shorttext,A16700_E028,自分自身に集中して技術をもっと高めれば良いものを「あの子は下手なくせにずるい」と思ってしまう気持ちと... この状況に近いエピソードはどれ？,shorttext
Q0069_comparison,A16700_E028,"状況はromantic_relationship, creative_activity / 嫉妬対象は承認・評価、能力 / 比較の構図はself_vs_other / 嫉妬の構造は承認競争型、不可侵領域型。この条件に合うエピソードはどれ？",comparison
Q0069_distance_effort,A16700_E028,"根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者） / 努力介入は不可能（生まれつき・才能） / 状況はromantic_relationship, creative_activity。この条件に合うエピソードはどれ？",distance_effort
Q0069_behavior,A16700_E028,"比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造は承認競争型、不可侵領域型 / 状況はromantic_relationship, creative_activity。この条件に合うエピソードはどれ？",behavior
Q0070_shorttext,A19289_E004,オンラインサロンは嫉妬の巣窟だった。誰がよりオーナーの寵愛を受けるか、誰がより高い地位に立つかを巡る... この状況に近いエピソードはどれ？,shorttext
Q0070_comparison,A19289_E004,嫉妬対象は愛情、社会的地位 / 嫉妬の構造は社会的ポジション型 / 状況はsocial_media / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0070_distance_effort,A19289_E004,状況はsocial_media / 努力介入は可能（努力で変えられる） / 根源は根源的嫉妬 / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？,distance_effort
Q0070_behavior,A19289_E004,状況はsocial_media / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造は社会的ポジション型。この条件に合うエピソードはどれ？,behavior
Q0071_shorttext,A16276_E026,先に嫉妬が生まれたからこそ、彼を好きだと感じたのかもしれない。 この状況に近いエピソードはどれ？,shorttext
Q0071_comparison,A16276_E026,比較の構図はself_vs_other / 嫉妬対象は愛情 / 状況はromantic_relationship / 嫉妬の構造はゼロサムゲーム型、愛情独占型。この条件に合うエピソードはどれ？,comparison
Q0071_distance_effort,A16276_E026,状況はromantic_relationship / 心理的距離は中（知り合い・同業者） / 努力介入は可能（努力で変えられる） / 根源は根源的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0071_behavior,A16276_E026,比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造はゼロサムゲーム型、愛情独占型 / 状況はromantic_relationship。この条件に合うエピソードはどれ？,behavior
Q0072_shorttext,A16840_E012,自分の人生が停滞していると感じる中で、移民が結婚したり子どもが出来たり、人生のコマを進めているのを見... この状況に近いエピソードはどれ？,shorttext
Q0072_comparison,A16840_E012,状況はgeneral / 嫉妬の構造はその他 / 嫉妬対象は他者の優位性 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0072_distance_effort,A16840_E012,根源は根源的嫉妬 / 状況はgeneral / 心理的距離は遠（有名人・概念） / 努力介入は可能（努力で変えられる）。この条件に合うエピソードはどれ？,distance_effort
Q0072_behavior,A16840_E012,比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造はその他 / 状況はgeneral。この条件に合うエピソードはどれ？,behavior
Q0073_shorttext,A16840_E014,アメブロではランキングがついて、読んでもらうだけでは満足できなくなり、上位に入りたいという欲が出てき... この状況に近いエピソードはどれ？,shorttext
Q0073_comparison,A16840_E014,"嫉妬の構造はゼロサムゲーム型 / 嫉妬対象は承認・評価 / 状況はsocial_media, creative_activity / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",comparison
