episode_id,id,date,source_text,jealousy_direction,analysis_target,target_of_jealousy,jealousy_vocabulary,jealousy_structure_category,context_tag,comparison_pair,analysis_axis_distance,analysis_axis_effort_intervention,hierarchy_source,behavior_pattern,primary_emotion_vector,consciousness_state_tag,embodied_cognition_text,entry_id,column_id,paragraph_span,short_text,long_text,narrative_role,span_highlight,source_url,core_text
A17709_E008,199,2025/7/14,斉藤ナミ「愛知から東京にさえ行けば私も何者かになれる！でも、いつまでたっても何者にもなれず、1年で愛知に逃げ帰った」,本人→他者,東京,容姿,「それでもやはり地方に居ると東京の革新的な行政サービス、便利な...」,美人資本型,"workplace, social_media, creative_activity",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,関係的嫉妬,内省・葛藤型,"{""envy"": 0.8, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,,COL_020_EPI_010,COL_020,1856,それでもやはり地方に居ると東京の革新的な行政サービス、便利な交通網、新しい商業施設、人、モノ、コト、...,"
線に落ちてゆく夕陽がとても綺麗だ。夜は暗く静かで、月も星も綺麗。こんなゆったりした環境で、ゆ
ったりと子どもを育てながら、文章を書いてのんびり暮らしていけるのは、十分幸せだと言えるのかも
しれない。それでもやはり地方に居ると東京の革新的な行政サービス、便利な交通網、新しい商業施設、人、モノ、コト、全てがキラキラして見えて羨ましい。ノ、コト、全てがキラキラして見えて羨ましい。
SNSを眺めては、東京だったらもっと書く仕事もあるはずなのに。もっとイベントに呼ばれるかもしれ
ないのに。もっとライターの知り合いもできるのに......",一人称の直接体験,それでもやはり地方に居ると東京の革新的な行政サービス、便利な交通網、新しい商業施設、人、モノ、コト、全てがキラキラして見えて羨ましい。,https://fujinkoron.jp/articles/-/17709,"美人資本型 | workplace, social_media, creative_activity | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 関係的嫉妬 | 内省・葛藤型 | 「それでもやはり地方に居ると東京の革新的な行政サービス、便利な...」 | それでもやはり地方に居ると東京の革新的な行政サービス、便利な交通網、新しい商業施設、人、モノ、コト、..."
A17709_E009,200,2025/7/14,斉藤ナミ「愛知から東京にさえ行けば私も何者かになれる！でも、いつまでたっても何者にもなれず、1年で愛知に逃げ帰った」,本人→他者,東京,容姿,「SNSを眺めては、東京だったらもっと書く仕事もあるはずなのに...」,美人資本型,"workplace, social_media, creative_activity",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,関係的嫉妬,内省・葛藤型,"{""envy"": 0.8, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,,COL_021_EPI_001,COL_021,1858,SNSを眺めては、東京だったらもっと書く仕事もあるはずなのに。もっとイベントに呼ばれるかもしれないの...,"んびり暮らしていけるのは、十分幸せだと言えるのかも
しれない。
それでもやはり地方に居ると東京の革新的な行政サービス、便利な交通網、新しい商業施設、人、モ
ノ、コト、全てがキラキラして見えて羨ましい。SNSを眺めては、東京だったらもっと書く仕事もあるはずなのに。もっとイベントに呼ばれるかもしれないのに。もっとライターの知り合いもできるのに！とハンカチを噛んで妬んでいる。ないのに。もっとライターの知り合いもできるのに......！

とハンカチを噛んで妬んでいる。

あのときもし東京から帰っていなかったら、今ごろ私はどんな人生を送っていたのだろう？",一人称の直接体験,SNSを眺めては、東京だったらもっと書く仕事もあるはずなのに。もっとイベントに呼ばれるかもしれないのに。もっとライターの知り合いもできるのに！とハンカチを噛んで妬んでいる。,https://fujinkoron.jp/articles/-/17709,"美人資本型 | workplace, social_media, creative_activity | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 関係的嫉妬 | 内省・葛藤型 | 「SNSを眺めては、東京だったらもっと書く仕事もあるはずなのに...」 | SNSを眺めては、東京だったらもっと書く仕事もあるはずなのに。もっとイベントに呼ばれるかもしれないの..."
A17709_E010,201,2025/7/14,斉藤ナミ「愛知から東京にさえ行けば私も何者かになれる！でも、いつまでたっても何者にもなれず、1年で愛知に逃げ帰った」,本人→他者,地方の人,承認・評価,「水道代の基本料金が４ヵ月無料くらいじゃ、この物価高に割が合わ...」,その他,"family, creative_activity",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,根源的嫉妬,感情表出型,"{""envy"": 0.8, ""fear"": 0.6, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,,COL_021_EPI_002,COL_021,1869,水道代の基本料金が４ヵ月無料くらいじゃ、この物価高に割が合わない。ローン地獄で最悪だし老後も不安だ。...,"何かしら

の可能性を掴んで、思い描いていたようなオシャレで洗練された「何者か」になれていたんだろうか？
そうしたら、あちらの世界線に生きる私はこう書いているかもしれないな。水道代の基本料金が４ヵ月無料くらいじゃ、この物価高に割が合わない。ローン地獄で最悪だし老後も不安だ。待機児童もいなくて満員電車もない地方の人が本当に羨ましい！ずるい！も不安だ。待機児童もいなくて満員電車もない地方の人が本当に羨ましい！

ずるい！」

家族もいるいまはこの景色がありがたいと思える",一人称の直接体験,水道代の基本料金が４ヵ月無料くらいじゃ、この物価高に割が合わない。ローン地獄で最悪だし老後も不安だ。待機児童もいなくて満員電車もない地方の人が本当に羨ましい！ずるい！,https://fujinkoron.jp/articles/-/17709,"その他 | family, creative_activity | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 根源的嫉妬 | 感情表出型 | 「水道代の基本料金が４ヵ月無料くらいじゃ、この物価高に割が合わ...」 | 水道代の基本料金が４ヵ月無料くらいじゃ、この物価高に割が合わない。ローン地獄で最悪だし老後も不安だ。..."
A18023_E001,202,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,小説の登場人物（俊介と喜久雄）の嫉妬構造,愛情,「俊介の血を飲みたい」,ゼロサムゲーム型、愛情独占型,family,self_vs_parent,近（家族・友人・同僚）,不可能（生まれつき・才能）,根源的嫉妬,内省・葛藤型,"{""fear"": 0.6, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,た喜久雄（吉沢亮）は、恐ろしいスピードで芸を吸収し、半二郎の息子、俊介（横浜流星）を実力で凌,COL_021_EPI_003,COL_021,1609,俊介は喜久雄の美しさや芸だけでなく、父からの愛情を奪われたと嫉妬するが、喜久雄は任された大舞台を前に...,"）の家に迎えられ
た喜久雄（吉沢亮）は、恐ろしいスピードで芸を吸収し、半二郎の息子、俊介（横浜流星）を実力で凌
駕していく。半二郎は公演前に交通事故に遭い、自身の代役に、息子ではなく喜久雄を指名する。俊介は喜久雄の美しさや芸だけでなく、父からの愛情を奪われたと嫉妬するが、喜久雄は任された大舞台を前に怯え「俊介の血を飲みたい」と名門の血に嫉妬する。台を前に怯え「俊介の血を飲みたい」と名門の血に嫉妬する。
「ないものねだり」「持つ者への嫉妬」
それぞれの境遇で、手に入らないものへの渇望や、他者への嫉妬を募らせる姿は、私の心のど真ん中に
突き刺さっ",メタ認知的概念化,俊介は喜久雄の美しさや芸だけでなく、父からの愛情を奪われたと嫉妬するが、喜久雄は任された大舞台を前に怯え「俊介の血を飲みたい」と名門の血に嫉妬する。,https://fujinkoron.jp/articles/-/18023,ゼロサムゲーム型、愛情独占型 | family | self_vs_parent | 近（家族・友人・同僚） | 不可能（生まれつき・才能） | 根源的嫉妬 | 内省・葛藤型 | 「俊介の血を飲みたい」 | 俊介は喜久雄の美しさや芸だけでなく、父からの愛情を奪われたと嫉妬するが、喜久雄は任された大舞台を前に...
A18023_E002,203,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,嫉妬の類型,愛情,「持つ者への嫉妬」,ゼロサムゲーム型、愛情独占型,family,self_vs_parent,近（家族・友人・同僚）,不可能（生まれつき・才能）,根源的嫉妬,内省・葛藤型,"{""fear"": 0.6, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,た喜久雄（吉沢亮）は、恐ろしいスピードで芸を吸収し、半二郎の息子、俊介（横浜流星）を実力で凌,COL_021_EPI_004,COL_021,1611,「持つ者への嫉妬」,"い、自身の代役に、息子ではなく喜久雄を指名する。
俊介は喜久雄の美しさや芸だけでなく、父からの愛情を奪われたと嫉妬するが、喜久雄は任された大舞
台を前に怯え「俊介の血を飲みたい」と名門の血に嫉妬する。「持つ者への嫉妬」それぞれの境遇で、手に入らないものへの渇望や、他者への嫉妬を募らせる姿は、私の心のど真ん中に
突き刺さった。
人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する。

愛知は「いいとこ取り」の",メタ認知的概念化,「持つ者への嫉妬」,https://fujinkoron.jp/articles/-/18023,ゼロサムゲーム型、愛情独占型 | family | self_vs_parent | 近（家族・友人・同僚） | 不可能（生まれつき・才能） | 根源的嫉妬 | 内省・葛藤型 | 「持つ者への嫉妬」 | 「持つ者への嫉妬」
A18023_E003,204,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,嫉妬と人間性の関係,愛情,「人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する...」,ゼロサムゲーム型、愛情独占型,"family, creative_activity",self_vs_parent,近（家族・友人・同僚）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""envy"": 0.8, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する,COL_021_EPI_005,COL_021,1614,人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する。,"前に怯え「俊介の血を飲みたい」と名門の血に嫉妬する。
「ないものねだり」「持つ者への嫉妬」
それぞれの境遇で、手に入らないものへの渇望や、他者への嫉妬を募らせる姿は、私の心のど真ん中に
突き刺さった。人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する。愛知は「いいとこ取り」の最高の土地
先日「東京に住んでいる人が羨ましい」というエッセイを書いたところ、yahoo！ニュースでたくさん
のコメントをいただいた。
「東京に住んでいる人が羨ましい」 記事U",メタ認知的概念化,人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する。,https://fujinkoron.jp/articles/-/18023,"ゼロサムゲーム型、愛情独占型 | family, creative_activity | self_vs_parent | 近（家族・友人・同僚） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する...」 | 人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する。"
A18023_E004,205,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,東京に住んでいる人,愛情,「東京に住んでいる人が羨ましい」,その他,general,self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""envy"": 0.8, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する,COL_021_EPI_006,COL_021,1617,東京に住んでいる人が羨ましい,"境遇で、手に入らないものへの渇望や、他者への嫉妬を募らせる姿は、私の心のど真ん中に
突き刺さった。
人間らしさとは、やはり嫉妬抜きには語れない、と改めて痛感する。

愛知は「いいとこ取り」の最高の土地東京に住んでいる人が羨ましいのコメントをいただいた。
「東京に住んでいる人が羨ましい」 記事URL https://fujinkoron.jp/articles /-/17709
「岡崎が名古屋から電車で２０分は盛ってる」なんて",メタ認知的回想,東京に住んでいる人が羨ましい,https://fujinkoron.jp/articles/-/18023,その他 | general | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「東京に住んでいる人が羨ましい」 | 東京に住んでいる人が羨ましい
A18023_E005,206,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,キラキラした世界や東京に暮らす人々,愛情,「しかし、いまだにあのキラキラした世界や、そこに暮らす人々への...」,その他,general,self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""jealousy"": 0.8, ""shame"": 0.6, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,「岡崎が名古屋から電車で２０分は盛ってる」なんて声にはグサーッと胸をえぐられた,COL_021_EPI_007,COL_021,1625,しかし、いまだにあのキラキラした世界や、そこに暮らす人々への嫉妬が消えないという内容だ。,"に私の田舎コンプレックスが全開。開始たった１０行
程度で小者感が炸裂していて恥ずかしいったらありゃしない。
要約すると、愛知の田舎でくすぶっていた私が都会への漠然とした憧れと「何者かになりたい」というしかし、いまだにあのキラキラした世界や、そこに暮らす人々への嫉妬が消えないという内容だ。キラした世界や、そこに暮らす人々への嫉妬が消えないという内容だ。
中でも多かった反応が「愛知はほどよく都会で自然もあってちょうどいいだろ」という声。
「そうそう、そうなんだよ！ それは分かってるんだよ",メタ認知的回想,しかし、いまだにあのキラキラした世界や、そこに暮らす人々への嫉妬が消えないという内容だ。,https://fujinkoron.jp/articles/-/18023,その他 | general | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「しかし、いまだにあのキラキラした世界や、そこに暮らす人々への...」 | しかし、いまだにあのキラキラした世界や、そこに暮らす人々への嫉妬が消えないという内容だ。
A18023_E006,207,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,自分の地元と他人の評価,愛情,「愛知って名古屋の中心部以外は田舎だよ」,その他,general,self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,」と、ついつい熱くなっ,COL_021_EPI_008,COL_021,1635,実際、私も「愛知って名古屋の中心部以外は田舎だよ」と自虐しているくせに、他人に「遊びに行っても何もな...,"、東京へも大阪へも新幹線ですぐ
行ける。生活コストも高くなく、のびのびと子育てができ、人も多くない。
大都市圏でありながら豊かな自然と歴史を併せ持つ街。まさに「いいとこ取り」の最高の土地じゃない
か！実際、私も「愛知って名古屋の中心部以外は田舎だよ」と自虐しているくせに、他人に「遊びに行っても何もないよね」と言われると、カチンとくる。も何もないよね」と言われると、カチンとくる。
「そんなことないから！ 三河武士ゆかりの地がいっぱいあるし、文化も伝統もたくさんある。ジブリパ
ークだってレゴランドだってあるし、山も海もある。TOYOT",一人称の直接体験,実際、私も「愛知って名古屋の中心部以外は田舎だよ」と自虐しているくせに、他人に「遊びに行っても何もないよね」と言われると、カチンとくる。,https://fujinkoron.jp/articles/-/18023,その他 | general | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「愛知って名古屋の中心部以外は田舎だよ」 | 実際、私も「愛知って名古屋の中心部以外は田舎だよ」と自虐しているくせに、他人に「遊びに行っても何もな...
A18023_E007,208,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,自分自身の東京への羨望,承認・評価、容姿,「それなのになぜこんなに東京が羨ましいのだろう？...」,美人資本型,"workplace, creative_activity",self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,関係的嫉妬,内省・葛藤型,"{""envy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,,COL_021_EPI_009,COL_021,1667,それなのになぜこんなに東京が羨ましいのだろう？,"握り。
高い家賃と物価のために余裕のない生活を送っている人が多い」「孤独で疲れた。仕事から離れたら空
気の綺麗な田舎で暮らしたい」という声にも共感する。たった１年だったが、それでも十分に理解でき
る。それなのになぜこんなに東京が羨ましいのだろう？ントに深く頷いてもなお「それでも東京にいるあなたはかっこよくて羨ましいよ」と思ってしまう。
便利だとか文化的だとかいろいろと書いたけれど、本音はやっぱり「日本一の都会で、かっこいいか
ら」なんじゃない",メタ認知的自己問答,それなのになぜこんなに東京が羨ましいのだろう？,https://fujinkoron.jp/articles/-/18023,"美人資本型 | workplace, creative_activity | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 関係的嫉妬 | 内省・葛藤型 | 「それなのになぜこんなに東京が羨ましいのだろう？...」 | それなのになぜこんなに東京が羨ましいのだろう？"
A18023_E008,209,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,東京にいる人,承認・評価、容姿,「それでも東京にいるあなたはかっこよくて羨ましいよ」,美人資本型,"workplace, creative_activity",self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,関係的嫉妬,内省・葛藤型,"{""envy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,,COL_021_EPI_010,COL_021,1667,私はそれらのコメントに深く頷いてもなお「それでも東京にいるあなたはかっこよくて羨ましいよ」と思ってし...,"握り。
高い家賃と物価のために余裕のない生活を送っている人が多い」「孤独で疲れた。仕事から離れたら空
気の綺麗な田舎で暮らしたい」という声にも共感する。たった１年だったが、それでも十分に理解でき
る。私はそれらのコメントに深く頷いてもなお「それでも東京にいるあなたはかっこよくて羨ましいよ」と思ってしまう。ントに深く頷いてもなお「それでも東京にいるあなたはかっこよくて羨ましいよ」と思ってしまう。
便利だとか文化的だとかいろいろと書いたけれど、本音はやっぱり「日本一の都会で、かっこいいか
ら」なんじゃない",一人称の直接体験,私はそれらのコメントに深く頷いてもなお「それでも東京にいるあなたはかっこよくて羨ましいよ」と思ってしまう。,https://fujinkoron.jp/articles/-/18023,"美人資本型 | workplace, creative_activity | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 関係的嫉妬 | 内省・葛藤型 | 「それでも東京にいるあなたはかっこよくて羨ましいよ」 | 私はそれらのコメントに深く頷いてもなお「それでも東京にいるあなたはかっこよくて羨ましいよ」と思ってし..."
A18023_E009,210,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,東京,承認・評価,「私はいまだに東京への嫉妬や憧れを捨てきれずにいる。...」,承認競争型、愛情独占型,general,self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire_for_recognition"": 0.9, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,どありがたく幸せなことかと頭では理解しつつも、40代を迎えてもなお、ないものねだりをし、東京と,COL_022_EPI_001,COL_022,1688,私はいまだに東京への嫉妬や憧れを捨てきれずにいる。,"ないなって思う」
というコメントにはとても救われた。

私にとって東京は究極の承認装置
何者かである必要はない。ここにいる自分で十分に幸せだし、他人から評価される必要なんてない、と私はいまだに東京への嫉妬や憧れを捨てきれずにいる。つまり、私にとって東京は究極の承認装置なのだ。ということは、承認欲求を持ち続けている限り、東
京はいつまでも私にとって特別な場所であり続けるのだろう。
豊かな自然、ゆったりとした時間、安い物価、そして",メタ認知的自己問答,私はいまだに東京への嫉妬や憧れを捨てきれずにいる。,https://fujinkoron.jp/articles/-/18023,承認競争型、愛情独占型 | general | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「私はいまだに東京への嫉妬や憧れを捨てきれずにいる。...」 | 私はいまだに東京への嫉妬や憧れを捨てきれずにいる。
A18023_E010,211,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,東京の意味についての自己分析,承認・評価,「つまり、私にとって東京は究極の承認装置なのだ。...」,承認競争型、愛情独占型,general,self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire_for_recognition"": 0.9, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,どありがたく幸せなことかと頭では理解しつつも、40代を迎えてもなお、ないものねだりをし、東京と,COL_022_EPI_002,COL_022,1689,つまり、私にとって東京は究極の承認装置なのだ。,"私にとって東京は究極の承認装置
何者かである必要はない。ここにいる自分で十分に幸せだし、他人から評価される必要なんてない、と
心から思えていないから、私はいまだに東京への嫉妬や憧れを捨てきれずにいる。つまり、私にとって東京は究極の承認装置なのだ。京はいつまでも私にとって特別な場所であり続けるのだろう。
豊かな自然、ゆったりとした時間、安い物価、そして背伸びすることなく暮らせる地元。それがどれほ
どありがたく幸せなことかと頭では理解しつつも、4",メタ認知的概念化,つまり、私にとって東京は究極の承認装置なのだ。,https://fujinkoron.jp/articles/-/18023,承認競争型、愛情独占型 | general | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「つまり、私にとって東京は究極の承認装置なのだ。...」 | つまり、私にとって東京は究極の承認装置なのだ。
A18023_E011,212,2025/7/29,斉藤ナミ「東京で何者にもなれず、愛知に戻って愛知の良さがわかった私。でも東京というブランドへの憧れと、拭いきれない嫉妬が残っている」,本人→他者,東京,承認・評価,「豊かな自然、ゆったりとした時間、安い物価、そして背伸びするこ...」,承認競争型、愛情独占型,creative_activity,self_vs_other,遠（有名人・概念）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire_for_recognition"": 0.9, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,それがどれほどありがたく幸せなことかと頭では理解しつつも、40代を迎えてもなお、ないものねだりをし、東京というブランドへの憧れと嫉妬が尽きない,COL_022_EPI_003,COL_022,1691,豊かな自然、ゆったりとした時間、安い物価、そして背伸びすることなく暮らせる地元。それがどれほどありが...,"はいまだに東京への嫉妬や憧れを捨てきれずにいる。
つまり、私にとって東京は究極の承認装置なのだ。ということは、承認欲求を持ち続けている限り、東
京はいつまでも私にとって特別な場所であり続けるのだろう。豊かな自然、ゆったりとした時間、安い物価、そして背伸びすることなく暮らせる地元。それがどれほどありがたく幸せなことかと頭では理解しつつも、40代を迎えてもなお、ないものねだりをし、東京というブランドへの憧れと嫉妬が尽きない。どありがたく幸せなことかと頭では理解しつつも、40代を迎えてもなお、ないものねだりをし、東京と
いうブランドへの憧れと嫉妬が尽きない。
東京に行けば何者かになれる、承認欲求が満たされる、なんて希望は幻",メタ認知的自己問答,豊かな自然、ゆったりとした時間、安い物価、そして背伸びすることなく暮らせる地元。それがどれほどありがたく幸せなことかと頭では理解しつつも、40代を迎えてもなお、ないものねだりをし、東京というブランドへの憧れと嫉妬が尽きない。,https://fujinkoron.jp/articles/-/18023,承認競争型、愛情独占型 | creative_activity | self_vs_other | 遠（有名人・概念） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「豊かな自然、ゆったりとした時間、安い物価、そして背伸びするこ...」 | 豊かな自然、ゆったりとした時間、安い物価、そして背伸びすることなく暮らせる地元。それがどれほどありが...
A18132_E001,213,2025/8/12,斉藤ナミ「父のギャンブルで極貧に。修学旅行も行けず、母は宗教へ…。貧乏を脱した今でも、お金を使うたび、罪悪感が襲ってくる」,本人→他者,本物のリカちゃんを持っている彼女たち,承認・評価、愛情,「本物のリカちゃんを持っている彼女たちが羨ましかった。...」,その他,"romantic_relationship, creative_activity",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,関係的嫉妬,内省・葛藤型,"{""envy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,,COL_022_EPI_004,COL_022,1475,本物のリカちゃんを持っている彼女たちが羨ましかった。,"ヤちゃんやチーちゃんが持っていた「リカちゃん」や
「ジェニーちゃん」が欲しかったけれど買ってもらえなかったので「にんぎょひめ」を見て描いた自分
の絵を切り取って、ペラペラの着せ替え人形を作って遊んだ。本物のリカちゃんを持っている彼女たちが羨ましかった。な髪型に結んで遊べるのだ。ポニーテール、お団子、三つ編み、それを解いてウェーブを作ったりもで
きる。
でも羨ましい気持ちを悟られたくなかったので「お人形なんて興味ない。秘密基地で本読んでるほうが
楽し",一人称の直接体験,本物のリカちゃんを持っている彼女たちが羨ましかった。,https://fujinkoron.jp/articles/-/18132,"その他 | romantic_relationship, creative_activity | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 関係的嫉妬 | 内省・葛藤型 | 「本物のリカちゃんを持っている彼女たちが羨ましかった。...」 | 本物のリカちゃんを持っている彼女たちが羨ましかった。"
A18132_E002,214,2025/8/12,斉藤ナミ「父のギャンブルで極貧に。修学旅行も行けず、母は宗教へ…。貧乏を脱した今でも、お金を使うたび、罪悪感が襲ってくる」,本人→他者,自分自身の羨望の隠蔽,承認・評価、愛情,「お人形なんて興味ない。秘密基地で本読んでるほうが楽しい」,ゼロサムゲーム型,"romantic_relationship, creative_activity",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""anger"": 0.7, ""envy"": 0.8, ""competitiveness"": 0.8}",state:unconscious_reaction（無意識的反応）,,COL_022_EPI_005,COL_022,1478,でも羨ましい気持ちを悟られたくなかったので「お人形なんて興味ない。秘密基地で本読んでるほうが楽しい」...,"だ。
本物のリカちゃんを持っている彼女たちが羨ましかった。なんてったってリカちゃんは長い髪をいろん
な髪型に結んで遊べるのだ。ポニーテール、お団子、三つ編み、それを解いてウェーブを作ったりもで
きる。でも羨ましい気持ちを悟られたくなかったので「お人形なんて興味ない。秘密基地で本読んでるほうが楽しい」と嘘をついた。楽しい」と嘘をついた。
しばらくしてそのリカちゃんたちが丸坊主になっていた時には本当に驚いた。髪がないリカちゃんなん
て価値がほとんど失われたも同然だ。
彼女たちが人形を買ってもらえること、数日で一番",メタ認知的回想,でも羨ましい気持ちを悟られたくなかったので「お人形なんて興味ない。秘密基地で本読んでるほうが楽しい」と嘘をついた。,https://fujinkoron.jp/articles/-/18132,"ゼロサムゲーム型 | romantic_relationship, creative_activity | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「お人形なんて興味ない。秘密基地で本読んでるほうが楽しい」 | でも羨ましい気持ちを悟られたくなかったので「お人形なんて興味ない。秘密基地で本読んでるほうが楽しい」..."
